date,NDVI,sensor
12-04-2024,0.393211611,Sentinel-2
12-04-2024,0.375513965,Sentinel-2
17-04-2024,0.300492616,Sentinel-2
17-04-2024,0.292865812,Sentinel-2
22-04-2024,0.378967447,Sentinel-2
22-04-2024,0.36221169,Sentinel-2
27-04-2024,0.382098461,Sentinel-2
27-04-2024,0.369707415,Sentinel-2
02-05-2024,0.343568682,Sentinel-2
02-05-2024,0.323082914,Sentinel-2
07-05-2024,0.408923936,Sentinel-2
07-05-2024,0.431093322,Sentinel-2
12-05-2024,0.396942183,Sentinel-2
12-05-2024,0.373623243,Sentinel-2
01-06-2024,0.415834858,Sentinel-2
01-06-2024,0.371797389,Sentinel-2
16-06-2024,0.61756807,Sentinel-2
16-06-2024,0.610355819,Sentinel-2
31-07-2024,0.595002438,Sentinel-2
31-07-2024,0.602525087,Sentinel-2
15-08-2024,0.537525013,Sentinel-2
15-08-2024,0.557700062,Sentinel-2
20-08-2024,0.713258899,Sentinel-2
20-08-2024,0.71200878,Sentinel-2
19-09-2024,0.374724099,Sentinel-2
29-09-2024,0.660983471,Sentinel-2
29-09-2024,0.674237644,Sentinel-2
09-10-2024,0.660347548,Sentinel-2
09-10-2024,0.674016218,Sentinel-2
29-10-2024,0.698322052,Sentinel-2
29-10-2024,0.676333709,Sentinel-2
03-11-2024,0.675678369,Sentinel-2
03-11-2024,0.671954564,Sentinel-2
08-11-2024,0.690214251,Sentinel-2
08-11-2024,0.692442415,Sentinel-2
18-11-2024,0.560665879,Sentinel-2
18-11-2024,0.592246593,Sentinel-2
23-11-2024,0.708607319,Sentinel-2
23-11-2024,0.679343291,Sentinel-2
28-11-2024,0.715893133,Sentinel-2
28-11-2024,0.70246486,Sentinel-2
03-12-2024,0.382987445,Sentinel-2
08-12-2024,0.76333234,Sentinel-2
08-12-2024,0.703081145,Sentinel-2
23-12-2024,0.762707009,Sentinel-2
23-12-2024,0.745550237,Sentinel-2
28-12-2024,0.747339347,Sentinel-2
28-12-2024,0.728310116,Sentinel-2
07-01-2025,0.75972775,Sentinel-2
07-01-2025,0.693267166,Sentinel-2
12-01-2025,0.718889245,Sentinel-2
12-01-2025,0.707182819,Sentinel-2
17-01-2025,0.532896875,Sentinel-2
22-01-2025,0.759730765,Sentinel-2
22-01-2025,0.696818616,Sentinel-2
27-01-2025,0.759746793,Sentinel-2
27-01-2025,0.699595591,Sentinel-2
01-02-2025,0.701680037,Sentinel-2
01-02-2025,0.692732158,Sentinel-2
06-02-2025,0.721374778,Sentinel-2
06-02-2025,0.670158352,Sentinel-2
11-02-2025,0.715912599,Sentinel-2
11-02-2025,0.671985902,Sentinel-2
16-02-2025,0.639484115,Sentinel-2
16-02-2025,0.62532996,Sentinel-2
21-02-2025,0.644868108,Sentinel-2
21-02-2025,0.627473724,Sentinel-2
26-02-2025,0.631177965,Sentinel-2
26-02-2025,0.608655846,Sentinel-2
03-03-2025,0.608879616,Sentinel-2
03-03-2025,0.596377373,Sentinel-2
08-03-2025,0.569993945,Sentinel-2
08-03-2025,0.565219264,Sentinel-2
13-03-2025,0.536640103,Sentinel-2
13-03-2025,0.519288892,Sentinel-2
15-03-2025,0.547112365,Sentinel-2
15-03-2025,0.531362487,Sentinel-2
18-03-2025,0.541510422,Sentinel-2
18-03-2025,0.523807632,Sentinel-2
23-03-2025,0.464178628,Sentinel-2
23-03-2025,0.460099674,Sentinel-2
28-03-2025,0.507030205,Sentinel-2
28-03-2025,0.467062292,Sentinel-2
02-04-2025,0.461506501,Sentinel-2
02-04-2025,0.469492733,Sentinel-2
04-04-2025,0.445823354,Sentinel-2
04-04-2025,0.445209009,Sentinel-2
07-04-2025,0.463902937,Sentinel-2
07-04-2025,0.454223103,Sentinel-2
12-04-2025,0.436498559,Sentinel-2
12-04-2025,0.441137817,Sentinel-2
17-04-2025,0.450848435,Sentinel-2
17-04-2025,0.420901441,Sentinel-2
22-04-2025,0.462288341,Sentinel-2
22-04-2025,0.453523581,Sentinel-2
24-04-2025,0.416958438,Sentinel-2
24-04-2025,0.429937553,Sentinel-2
27-04-2025,0.357689616,Sentinel-2
27-04-2025,0.373408919,Sentinel-2
02-05-2025,0.424841022,Sentinel-2
02-05-2025,0.396158169,Sentinel-2
07-05-2025,0.436785539,Sentinel-2
07-05-2025,0.416161576,Sentinel-2
12-05-2025,0.433089257,Sentinel-2
12-05-2025,0.456284085,Sentinel-2
14-05-2025,0.461810898,Sentinel-2
14-05-2025,0.464292859,Sentinel-2
17-05-2025,0.250130396,Sentinel-2
01-06-2025,0.590562839,Sentinel-2
01-06-2025,0.57961033,Sentinel-2
